Age,Income,LoanAmount,CreditScore,Approved
30,85316,5850,663,0
27,58571,4500,707,0
28,58669,10000,583,0
32,58907,3000,628,0
31,58549,14400,582,0
27,58624,12000,575,0
27,70564,5900,618,0
29,58501,7000,599,0
27,51294,5950,635,0
29,58518,4975,693,0
34,58816,3600,686,0
33,735421,5950,630,0
29,51442,5500,611,1
32,58796,8000,654,0
35,51583,5000,629,1
29,58527,9600,691,0
27,22220,6000,605,1
34,22897,6000,630,1
28,51420,4000,625,1
27,23774,6000,694,1
32,58680,5200,598,0
33,23663,6000,618,1
29,51517,1200,569,1
35,25238,6000,572,0
30,24775,6000,651,0
27,25215,6000,663,0
28,25027,6000,636,0
29,58357,15000,620,0
31,26037,6000,698,0
29,26077,6000,540,0
29,58546,20000,648,0
34,58856,9000,613,0
27,26855,6000,690,1
29,58222,3250,639,0
27,26889,6000,663,0
35,58413,4200,560,0
33,28012,6000,607,0
29,28177,6000,655,0
34,58890,10000,610,0
31,58790,6600,625,0
27,28406,6000,597,0
28,28674,6000,682,0
30,29899,6000,582,0
31,58482,7800,647,0
31,30041,6000,661,0
29,58507,20000,649,0
31,59009,20000,681,0
35,58933,5000,533,0
29,58869,10000,619,0
30,58660,1500,621,0
35,29657,6000,546,0
33,58105,20000,652,0
27,51141,2850,694,1
27,30943,6000,627,0
33,58942,6000,658,0
32,31270,6000,600,1
27,32145,6000,640,0
27,32360,6000,610,0
35,32639,6000,662,1
29,32921,6000,642,1
32,33458,6000,703,0
31,33576,6000,679,1
27,58700,14000,592,0
33,33808,6000,603,1
32,34652,6000,705,0
30,58695,3000,637,0
27,34239,6000,631,0
30,35571,6000,653,0
27,35970,6000,706,0
29,35853,6000,656,0
29,36653,6000,700,0
30,58639,15000,548,0
27,36727,6000,647,0
29,37117,6000,561,0
35,58410,2000,664,0
33,58608,7500,639,0
29,58320,5000,519,0
29,37031,6000,618,1
31,36688,6000,625,0
27,37312,6000,627,0
28,37071,6000,642,1
35,37211,6000,621,0
28,37058,6000,661,1
31,36764,6000,581,0
31,51428,21000,617,1
27,58398,6500,635,0
33,58657,5000,669,0
33,37334,6000,625,0
27,58341,20000,565,0
32,36952,6000,630,1
28,37961,6000,678,0
27,51287,10000,660,1
28,38482,6000,567,0
32,59003,8400,658,0
29,38192,6000,656,0
27,38224,6000,574,0
30,38424,6000,615,0
27,38493,6000,586,0
29,38411,6000,642,1
27,38834,6000,617,1
30,59132,9350,626,0
27,39491,6000,563,0
30,39629,6000,689,0
30,39549,6000,697,0
28,39384,6000,677,0
29,39756,6000,623,0
28,59626,10000,630,0
28,39438,6000,619,0
28,40624,6000,595,0
27,59568,10000,633,0
29,40370,6000,630,0
29,40474,6000,681,0
33,41686,6000,695,0
29,59261,11050,614,0
27,41147,6000,664,1
30,41562,6000,687,0
29,41576,6000,625,1
29,41800,6000,575,0
27,41826,6000,660,1
27,41929,6000,687,0
32,42020,6000,569,0
27,41533,6000,559,0
34,59662,2400,615,0
30,59848,5000,706,0
30,42900,6000,663,0
29,35450,6000,609,1
27,60208,5000,666,0
27,43314,6000,669,0
27,42723,6000,605,0
30,35885,6000,578,1
32,42901,6000,571,0
27,43032,6000,519,0
28,43108,6000,582,0
31,43299,6000,547,0
29,59592,4400,642,0
35,52761,13200,605,1
31,35578,6000,674,1
27,59418,8500,661,0
28,59629,19000,670,0
31,60089,14000,627,0
30,59716,11750,667,0
30,59660,3500,576,0
31,44019,6000,671,0
33,36821,6000,544,1
29,44206,6000,670,0
30,59869,8500,692,0
28,59615,7000,653,0
28,60125,4750,652,0
30,59567,8500,664,0
32,59434,8275,607,0
33,44204,6000,639,0
30,59997,9250,711,0
30,60163,15025,691,0
27,60288,2500,633,0
27,60379,9600,511,0
32,59737,5000,625,0
35,44874,6000,681,0
27,59945,3250,647,0
32,45487,6000,647,0
27,60272,10000,633,0
29,60594,4000,571,0
27,38493,6000,567,1
31,60310,10000,564,0
27,60537,12000,576,0
29,39074,6000,554,1
30,46601,6000,598,0
30,53485,6000,641,1
30,60535,8400,703,0
33,60774,12000,627,0
35,53638,15000,642,1
30,53624,13200,621,1
28,47561,6000,607,0
35,60859,6000,646,0
28,48255,6000,616,0
32,48757,6000,679,0
27,49065,6000,576,0
27,48985,6000,675,0
27,61035,9500,635,0
35,61137,6000,718,0
33,49261,6000,603,0
27,48918,6000,638,0
29,49228,6000,634,0
28,61367,9000,593,0
35,48928,6000,637,0
30,61209,10000,611,0
27,48607,6000,599,0
32,49634,6000,678,0
27,50213,6000,607,0
27,61149,5275,674,0
30,50440,6000,705,0
31,60982,6000,713,0
34,61282,4000,619,0
27,60961,12000,615,0
27,50110,6000,635,0
33,43132,6000,591,1
33,43350,6000,730,1
34,51477,6000,622,0
34,60825,16000,628,0
34,51379,6000,659,0
34,44083,6000,632,1
32,43858,6000,633,1
28,51613,6000,614,0
28,51623,6000,669,0
35,45418,6000,674,1
32,52507,6000,694,0
28,61228,6000,642,0
34,60969,16000,669,0
29,52781,6000,589,0
35,61103,12000,651,0
28,52730,6000,620,0
28,52659,6000,670,0
27,61222,12000,658,0
30,60902,4000,665,0
27,61060,2100,552,0
30,61256,6000,700,0
29,61266,4200,606,0
29,47989,6000,652,1
30,55162,6000,702,0
32,61089,10000,674,0
31,60919,4800,650,0
27,54966,6000,611,0
34,61191,10000,600,0
29,61211,10000,689,0
29,60703,6300,677,0
29,60647,21850,712,0
30,54924,6000,648,0
27,47863,6000,638,1
30,56285,6000,617,0
34,60980,12000,571,0
31,60840,16000,631,0
28,61002,15000,723,0
31,60727,6000,663,0
27,61105,12000,651,0
31,57700,6000,650,0
27,60733,7800,632,0
28,61271,3200,647,0
27,61346,2000,652,0
30,57766,6000,712,0
31,58556,6000,685,0
29,61237,6000,569,0
33,61404,8300,685,0
27,61150,5125,666,0
30,51506,6000,669,1
30,58549,6000,695,0
30,61035,3975,615,0
28,60885,6000,653,0
32,60886,8000,661,0
33,53716,7000,695,1
29,52715,6000,677,1
29,60813,3575,563,0
27,61055,2200,664,0
27,60146,6000,673,0
31,61025,18225,673,0
33,59889,6000,652,0
33,60798,4000,692,0
28,61273,8450,644,0
27,60613,6000,706,0
29,61166,6000,653,0
29,61376,5000,594,0
34,60943,6000,704,0
30,61163,5000,590,0
28,60907,6000,662,0
31,61236,6000,618,0
29,61089,6000,621,0
29,61226,9725,578,0
29,60991,13650,626,0
33,60853,10000,680,0
30,61194,10000,688,0
35,60918,13650,636,0
29,61239,6000,710,0
30,61086,6000,638,0
34,53626,6000,568,1
30,60918,3000,689,0
27,60592,6000,638,0
28,61228,18000,664,0
33,53590,6000,706,1
28,61123,8000,712,0
27,54338,6000,680,1
34,60640,6000,633,0
31,61213,6000,667,0
29,61035,4000,629,0
30,61212,8000,582,0
28,62238,6000,665,0
34,61881,6000,645,0
29,55257,6000,614,1
30,61058,8000,670,0
29,62443,6000,581,0
27,62800,6000,656,0
28,63664,6000,694,0
34,63299,6000,632,0
27,60889,4000,563,0
29,60680,8000,526,0
29,57311,6000,609,1
31,64655,6000,616,0
29,65623,6000,707,0
28,65873,6000,620,0
30,61429,10000,526,0
27,65971,6000,629,0
29,59802,6000,660,1
31,59620,6000,568,1
28,67100,6000,581,0
30,61050,1000,713,0
33,66946,6000,696,0
31,67068,6000,634,0
34,54022,4500,613,1
29,66899,6000,653,0
28,61559,8500,639,0
31,67706,6000,643,0
30,67898,6000,648,0
30,61004,1400,583,0
31,67985,6000,712,0
28,69769,6000,527,0
31,69537,6000,675,0
28,60983,3000,657,0
34,69795,6000,717,0
29,69703,6000,661,0
35,70523,6000,735,0
27,53972,24000,633,1
29,71722,6000,572,0
29,72055,6000,713,0
32,71860,6000,647,0
30,60856,5000,673,0
32,72524,6000,632,0
32,61384,5400,505,0
30,60879,10000,673,0
32,72543,6000,683,0
27,72556,6000,691,0
29,73316,6000,590,0
34,54039,4000,614,1
29,73007,6000,672,0
32,72939,6000,614,0
32,65756,6000,540,1
27,72341,6000,633,0
32,72767,6000,638,0
30,60969,16000,659,0
32,73126,6000,579,0
27,72919,6000,602,0
32,61233,9600,720,0
30,60808,5000,679,0
34,73065,6000,701,0
27,53886,6000,627,1
29,73004,6000,611,0
27,72949,6000,672,0
32,61008,6000,561,0
33,74259,6000,672,0
30,74954,6000,693,0
34,60986,5000,682,0
33,74646,6000,654,0
32,75898,6000,684,0
34,75326,6000,600,0
32,28432,7125,690,1
32,63511,7125,696,0
31,61271,12000,580,0
30,61307,3000,664,0
27,50395,7100,611,0
31,60947,2000,637,0
35,31209,7050,663,0
35,97245,7050,703,0
31,60653,5000,635,0
31,61156,16000,663,0
27,24736,7025,538,1
28,61079,3000,661,0
31,16604,7000,686,1
29,18522,7000,702,1
30,18525,7000,654,1
27,19069,7000,584,1
27,61013,10750,632,0
34,61223,6000,723,0
29,61039,10000,673,0
29,22851,7000,613,1
27,60801,15000,534,0
27,25200,7000,509,1
33,25115,7000,608,1
29,25913,7000,524,1
32,61125,5000,616,0
27,28867,7000,565,1
31,29512,7000,590,0
27,29631,7000,668,0
30,61024,5000,674,0
28,31375,7000,661,0
27,61113,4500,660,0
27,31110,7000,675,0
28,30806,7000,669,0
28,60816,7000,651,0
31,69787,6000,605,1
29,76648,6000,662,0
30,76531,6000,677,0
28,61217,5000,615,0
33,77447,6000,473,0
30,77386,6000,606,0
27,79350,6000,560,0
31,78532,6000,703,0
31,79099,6000,565,0
29,61009,3250,556,0
32,79104,6000,532,0
29,78910,6000,643,0
27,78981,6000,652,0
35,79196,6000,599,0
33,60996,1200,648,0
27,60996,6500,621,0
27,79809,6000,665,0
31,80169,6000,601,0
27,81288,6000,646,0
31,82742,6000,632,0
29,53452,10000,621,1
27,61086,12000,665,0
27,84918,6000,653,0
32,85244,6000,609,0
27,61027,10000,595,0
28,84880,6000,642,0
27,60969,9000,544,0
31,54083,12000,607,1
30,61399,5000,669,0
30,61097,1875,629,0
33,53709,4500,644,1
34,85120,6000,654,0
35,61041,5600,620,0
28,86172,6000,600,0
33,61162,12000,631,0
27,87431,6000,571,0
27,61340,7500,649,0
32,87571,6000,652,0
29,87098,6000,692,0
31,87585,6000,616,0
32,60862,7500,663,0
31,80064,6000,664,1
28,87312,6000,693,0
27,80084,6000,631,1
30,60902,10000,676,0
27,61492,3000,691,0
27,61178,8800,588,0
29,89618,6000,507,0
29,60390,4000,583,0
27,60951,3000,631,0
28,60914,10000,681,0
29,61281,10000,664,0
29,90986,6000,545,0
28,90747,6000,657,0
30,90948,6000,654,0
28,91384,6000,671,0
27,91271,6000,642,0
27,61159,10200,643,0
31,91052,6000,675,0
31,72998,6000,562,1
31,92193,6000,632,0
34,92468,6000,627,0
28,93603,6000,637,0
29,74785,6000,615,1
29,60801,1500,686,0
32,97066,6000,599,0
32,97267,6000,545,0
35,53614,10000,681,1
32,60828,6250,650,0
31,96961,6000,698,0
33,97053,6000,591,0
29,97194,6000,687,0
29,61173,20000,710,0
31,61313,10000,675,0
27,98311,6000,652,0
27,98471,6000,688,0
34,99614,6000,688,0
29,101887,6000,664,0
27,61298,15000,730,0
31,95792,6000,665,1
28,61050,2200,697,0
32,102652,6000,564,0
27,103095,6000,619,0
27,102988,6000,639,0
31,61170,12000,613,0
28,54403,2600,681,1
28,61206,22000,495,0
31,106273,6000,669,0
32,54082,15000,620,1
35,106523,6000,610,0
30,107668,6000,582,0
27,108766,6000,647,0
27,108738,6000,590,0
30,109013,6000,723,0
27,54129,4000,664,1
28,61511,12000,639,0
30,61549,3000,646,0
33,61372,6000,696,0
29,111053,6000,640,0
29,61714,9000,605,0
35,112574,6000,688,0
28,114367,6000,658,0
29,114951,6000,684,0
27,61309,3600,664,0
27,61570,5000,612,0
34,61246,22800,712,0
33,54217,2000,652,1
27,61382,11000,631,0
31,61750,3000,652,0
34,121233,6000,688,0
27,130413,6000,701,0
31,132939,6000,549,0
31,61912,8500,604,0
34,134540,6000,717,0
28,135530,6000,681,0
32,137771,6000,603,0
27,138889,6000,668,0
28,150831,6000,653,0
29,174919,6000,697,0
30,186841,6000,640,0
35,200302,6000,679,0
27,223200,6000,615,0
28,289093,6000,640,0
34,677591,6000,719,0
29,58412,6025,574,0
32,15301,6075,661,1
29,29972,6075,696,0
31,54869,5000,637,1
27,49057,6125,643,0
29,85017,6125,678,0
32,130347,6125,701,1
35,36450,6150,615,0
34,62240,6400,668,0
33,54740,10800,617,1
32,15154,6200,571,1
28,62384,8000,602,0
29,62000,19750,586,0
35,30867,6200,656,0
30,62148,2000,654,0
27,62264,7000,679,0
31,35442,6200,612,0
29,62288,1800,696,0
27,62326,12000,626,0
27,62322,18000,644,0
33,55079,8000,503,1
30,62133,6600,608,0
31,73109,6200,657,0
32,61894,10000,646,0
31,25722,6225,667,1
27,63279,6225,704,0
28,98345,6225,598,0
29,62238,25000,650,0
29,22734,6250,591,1
32,62307,15000,647,0
28,26032,6250,705,0
27,28839,6250,677,0
30,62313,15000,596,0
33,61880,7200,676,0
27,62596,3500,623,0
29,67634,7000,622,0
28,60933,7000,639,1
31,67876,7000,666,0
27,69272,7000,676,0
30,55413,10000,630,1
27,70643,7000,702,0
32,73017,7000,467,0
28,62484,7200,632,0
29,54777,6000,680,1
27,73100,7000,574,0
27,62634,4000,696,0
31,62336,5000,667,0
27,73021,7000,684,0
27,62817,8000,576,0
30,75587,7000,632,0
33,75248,7000,598,0
29,62599,4000,602,0
30,68684,7000,680,1
29,68935,7000,664,1
27,63003,6000,593,0
28,77812,7000,658,0
29,77953,7000,619,0
30,63064,12200,644,0
28,78872,7000,651,0
27,62996,10800,551,0
30,79284,7000,609,0
28,78731,7000,676,0
34,62638,3500,654,0
27,78922,7000,650,0
33,79217,7000,515,0
27,78984,7000,650,0
30,62991,12000,567,0
33,63237,7000,520,0
30,63265,3200,647,0
28,74360,7000,640,1
27,63092,9600,698,0
35,63283,2000,695,0
33,63420,14000,652,0
33,83144,7000,616,0
29,85024,7000,547,0
28,63238,5000,613,0
28,87088,7000,625,0
29,88421,7000,550,0
31,88846,7000,674,0
29,90766,7000,632,0
32,90725,7000,656,0
30,94428,7000,622,0
28,63464,14000,721,0
33,74398,7000,693,1
35,97038,7000,666,0
31,63030,5000,670,0
32,63580,20000,637,0
27,63265,8000,696,0
33,55876,14300,711,1
31,98108,7000,652,0
28,63161,6000,654,0
35,63438,7000,559,0
33,63361,1800,615,0
35,101867,7000,698,0
31,36534,6250,692,1
29,63714,5000,678,0
27,63237,8000,644,0
29,63620,16000,594,0
30,108827,7000,630,0
32,63619,1000,682,0
28,109137,7000,673,0
35,108788,7000,729,0
31,56589,8000,602,1
29,111418,7000,616,0
33,113627,7000,685,0
27,63267,6000,632,0
31,63611,10000,656,0
28,63319,2800,692,0
30,63293,4200,716,0
33,117341,7000,694,0
29,119557,7000,657,0
34,126734,7000,667,0
35,130952,7000,529,0
29,63391,12000,710,0
27,63446,10000,628,0
28,135472,7000,667,0
32,130513,7000,669,1
30,130779,7000,592,1
30,63209,14675,644,0
31,148537,7000,648,0
35,150963,7000,594,0
29,63468,7800,679,0
35,262431,7000,479,1
35,63439,10400,707,0
27,63225,1800,650,0
27,39652,6300,610,1
32,59809,6300,719,0
30,65952,6300,591,0
32,63642,15000,619,0
29,66418,6300,572,0
29,56231,4800,534,1
28,74263,6300,602,0
31,100659,6300,701,0
29,63715,1000,590,0
31,63150,6400,634,0
27,63251,11500,636,0
32,47079,6350,688,0
28,63263,13600,674,0
27,21231,6500,476,1
32,63407,10000,638,0
33,63354,12000,622,0
27,24988,6500,621,1
33,26111,6500,653,1
33,26898,6500,642,0
27,27386,6500,683,1
30,28597,6500,726,0
35,28663,6500,586,0
29,32367,6500,697,0
29,32708,6500,507,0
33,36946,6500,587,0
30,63301,5500,568,0
34,63323,8000,637,0
27,35674,6500,583,1
30,37188,6500,659,1
29,45178,6500,595,0
30,46236,6500,656,0
34,47317,6500,680,0
27,56578,4000,625,1
28,63282,7500,637,0
31,63266,15200,599,0
28,47987,6500,654,0
27,48830,6500,689,0
30,63456,5750,705,0
28,48851,6500,647,0
27,56249,8725,708,1
27,63563,7000,675,0
33,50566,6500,711,0
31,63393,25000,610,0
30,63261,9000,661,0
30,63425,18500,600,0
27,63656,5000,663,0
31,52014,6500,654,0
34,44802,6500,625,1
27,55356,6500,696,0
28,63161,9000,672,0
29,61205,6500,607,0
32,61356,6500,692,0
31,61123,6500,602,0
32,64174,7000,688,0
33,68199,6500,606,0
32,63776,9500,689,0
33,65722,6500,687,1
29,56721,11000,637,1
28,64167,9200,600,0
27,77255,6500,643,0
28,71520,6500,633,1
33,81245,6500,668,0
30,81719,6500,689,0
27,82402,6500,527,0
27,84420,6500,652,0
27,64123,13000,611,0
27,64721,8000,700,0
28,64623,4500,607,0
29,91054,6500,676,0
29,64009,25475,568,0
32,64549,24000,659,0
29,64617,4800,642,0
30,64443,15000,612,0
29,138881,6500,648,0
29,148624,6500,716,0
29,39500,6525,647,1
31,64409,9250,639,0
29,36532,6550,613,0
27,51913,6550,609,0
27,37216,6575,500,1
27,57203,8000,671,1
31,32681,6600,661,0
28,64302,14500,680,0
29,64122,12250,634,0
29,36514,6600,694,1
31,37325,6600,707,1
28,64521,17050,629,0
35,64996,10000,623,0
31,47980,6600,666,0
27,49286,6600,674,0
27,60983,6600,679,0
28,64496,7475,560,0
31,64431,10000,657,0
34,64471,3100,689,0
30,64568,12500,588,0
31,64731,15875,729,0
31,64590,3000,575,0
35,157125,6600,594,0
33,31084,6625,566,1
31,62152,6625,685,0
31,64731,7200,728,0
28,57535,6000,671,1
33,64831,6000,660,0
33,31912,6700,617,0
31,57367,23000,593,1
32,35165,6700,674,0
33,64512,6700,600,0
29,64566,10750,628,0
27,64838,6400,659,0
30,25048,6800,640,1
32,27924,6800,586,0
34,64389,9600,669,0
27,64617,5000,609,0
27,57447,25000,662,1
27,57226,7750,663,1
32,48435,6800,611,0
34,58403,6800,694,0
31,61001,6800,595,0
32,64501,6800,633,0
33,54974,6800,627,1
29,64868,6000,624,0
31,64879,4550,716,0
28,64959,10000,483,0
28,57026,10000,649,1
27,64583,5600,672,0
29,64409,15000,662,0
28,69451,6800,667,0
32,64742,7500,632,0
29,64359,1000,500,0
32,64801,5000,610,0
30,65010,8500,666,0
35,36921,6475,642,0
31,65163,8250,655,0
29,64880,10475,532,0
27,65318,4000,562,0
32,64692,1400,630,0
35,65510,10000,618,0
29,65308,5000,663,0
29,22367,6400,685,1
27,58021,13000,664,1
35,65240,20000,601,0
34,65213,14200,626,0
29,65280,11225,664,0
29,37013,6400,503,0
28,65219,7000,671,0
28,39056,6400,710,1
30,65647,25000,598,0
29,39298,6400,632,1
32,65762,12000,715,0
27,65549,27575,667,0
29,41793,6400,653,0
27,65664,6000,603,0
29,65722,2500,713,0
33,58788,7000,501,1
27,65799,9000,708,0
27,43339,6400,637,0
30,44269,6400,689,0
30,65668,5375,680,0
30,65847,14500,600,0
34,45293,6400,626,0
30,66217,10000,685,0
28,58551,5000,714,1
34,65905,27000,704,0
34,39724,6400,569,1
30,65631,9600,732,0
28,51434,6400,650,0
33,65926,3800,692,0
34,52378,6400,520,0
32,65523,11200,610,0
30,65601,4000,627,0
35,65556,6000,617,0
32,49948,6400,644,1
33,66275,10000,638,0
27,65891,4000,589,0
32,60863,6400,644,0
30,61145,6400,666,0
28,65894,4150,710,0
32,60819,6400,672,0
33,66185,2100,689,0
27,60737,6400,539,0
29,65905,12000,531,0
28,68125,6400,670,0
34,68220,6400,548,0
32,69333,6400,669,0
34,66062,3500,674,0
33,70458,6400,617,0
32,65436,3000,684,0
27,71138,6400,604,0
29,65691,10000,575,0
32,65683,10975,636,0
31,66079,6000,624,0
28,79251,6400,656,1
33,80490,6400,649,1
35,83496,6400,667,1
29,90941,6400,651,0
32,65798,12000,660,0
32,65456,4800,636,0
32,96804,6400,654,0
34,66183,10000,641,0
32,96953,6400,622,0
28,105336,6400,643,0
30,109019,6400,641,0
28,65933,10000,651,0
34,109000,6400,694,0
32,115199,6400,637,0
29,116474,6400,651,0
32,65892,5000,616,0
28,65950,11000,720,0
28,65739,6250,629,0
31,58339,5000,647,1
31,66087,6000,675,0
30,65836,15000,647,0
28,66155,11500,681,0
32,65989,3500,658,0
28,65954,1200,666,0
34,65722,4000,649,0
27,65850,2000,637,0
27,33500,6900,616,0
31,58639,8000,668,1
30,47834,6925,695,0
30,65462,5000,681,0
28,65952,9250,678,0
32,52801,6950,647,0
29,65856,5000,664,0
34,65603,5000,591,0
35,31083,7000,690,1
33,65845,7500,727,0
27,65766,9600,683,0
29,32311,7000,552,0
28,66104,10000,675,0
29,33175,7000,484,0
32,34067,7000,507,0
32,65712,10000,608,0
27,34214,7000,633,0
30,34269,7000,642,0
30,65673,5000,691,0
29,65701,12000,657,0
34,35704,7000,675,0
32,65908,13000,580,0
32,35305,7000,708,0
27,35764,7000,650,0
31,36673,7000,644,0
27,36983,7000,654,1
31,36794,7000,620,0
33,65579,3000,688,0
34,66001,7000,679,0
28,66111,13750,585,0
27,37033,7000,561,0
29,36794,7000,614,0
29,65686,21000,520,0
29,36982,7000,689,0
27,66093,6000,642,0
27,65963,9000,697,0
30,36826,7000,657,0
27,38656,7000,581,0
32,39437,7000,689,1
29,66419,4275,672,0
29,66622,6000,670,0
31,40364,7000,629,0
30,66572,2500,659,0
27,42004,7000,610,0
28,42912,7000,655,0
29,66439,5500,658,0
29,42954,7000,606,0
29,43269,7000,666,0
35,43980,7000,560,0
32,67069,7000,717,0
31,44236,7000,682,0
28,37639,7000,624,1
30,37774,7000,591,1
27,44710,7000,567,0
30,59485,1200,630,1
27,66713,16400,632,0
28,45636,7000,555,0
32,45494,7000,592,0
28,66851,6400,595,0
32,46143,7000,679,0
29,39781,7000,630,1
27,46798,7000,622,0
27,47305,7000,543,0
31,47882,7000,661,0
35,40525,7000,598,1
31,59727,8500,681,1
27,67026,8000,676,0
29,49021,7000,724,0
29,49309,7000,639,0
28,42168,7000,636,1
33,67209,3500,650,0
31,49124,7000,687,0
30,67160,16000,607,0
29,48800,7000,631,0
27,66990,5000,667,0
35,48905,7000,551,0
28,48988,7000,655,0
31,66952,4000,536,0
28,66637,20000,631,0
29,67085,5000,667,0
35,50331,7000,686,0
30,67112,11500,683,0
27,50461,7000,657,0
28,66959,18000,587,0
27,43057,7000,686,1
29,51077,7000,682,0
27,67324,10000,614,0
27,67188,9000,684,0
31,51243,7000,635,0
28,51267,7000,633,0
33,44098,7000,676,1
28,66742,6700,688,0
28,66894,8000,630,0
28,66910,22000,578,0
34,66781,2500,657,0
34,66746,7000,679,0
27,67138,4500,703,0
29,67272,12625,568,0
31,66955,8000,664,0
28,52632,7000,653,0
29,67039,12000,690,0
33,52469,7000,637,0
30,67017,6500,608,0
28,67116,2400,665,0
27,54008,7000,590,0
28,67123,20000,676,0
34,67450,12800,641,0
27,54138,7000,641,0
28,59578,8025,604,1
30,66297,6000,681,0
28,66834,7000,676,0
35,66883,1450,623,0
33,66906,1775,558,0
27,54820,7000,622,0
28,55134,7000,688,0
34,54739,7000,708,0
33,55192,7000,691,0
30,67045,12000,662,0
31,66818,12000,597,0
27,48129,7000,541,1
34,56405,7000,642,0
29,67006,4000,623,0
27,66887,11000,601,0
29,48995,7000,707,1
32,59964,11500,636,1
35,66819,15000,629,0
29,57345,7000,582,0
30,59871,16000,603,1
33,58783,7000,547,0
29,66868,8000,565,0
28,58729,7000,636,0
29,67075,3600,650,0
30,59345,7000,589,0
31,59987,7000,550,0
33,60721,7000,670,0
30,61287,7000,653,0
34,66998,5000,667,0
35,60859,7000,668,0
35,66768,3200,621,0
29,60925,7000,583,0
28,61109,7000,658,0
28,61104,7000,557,0
29,61462,7000,625,0
29,66931,8000,545,0
29,63527,7000,667,0
33,67016,15000,647,0
28,63192,7000,645,0
28,63289,7000,588,0
27,67121,9600,629,0
31,63400,7000,652,0
31,67041,6250,695,0
30,67000,12000,609,0
28,66911,4800,705,0
27,66833,11000,679,0
28,64606,7000,671,0
27,64830,7000,629,0
27,67025,7000,594,0
28,58458,7000,638,1
30,66870,12000,578,0
34,66484,7000,627,0
30,102894,7000,658,0
30,103098,7000,682,0
27,102723,7000,631,0
29,103056,7000,577,0
31,67217,8000,576,0
29,66970,6400,695,0
35,108914,7000,654,0
32,67118,6500,675,0
28,60062,19750,693,1
32,49279,7175,651,0
31,67138,4500,627,0
35,21675,7200,656,1
27,22698,7200,690,1
32,67208,9000,620,0
29,66878,10000,654,0
31,67104,8000,670,0
31,66850,15000,694,0
33,66985,12000,703,0
29,32839,7200,573,0
30,66698,21250,643,0
32,67035,7000,553,0
34,35296,7200,644,1
27,35931,7200,733,0
30,66833,6500,611,0
31,37157,7200,665,0
29,37140,7200,679,0
33,37185,7200,670,1
31,36894,7200,664,1
27,36741,7200,637,0
30,36957,7200,685,0
29,38356,7200,658,1
33,38693,7200,665,0
35,67162,8500,662,0
35,39390,7200,694,0
29,40456,7200,610,1
35,42159,7200,671,0
34,42884,7200,604,0
28,43090,7200,715,0
32,67413,15250,683,0
32,46597,7200,665,0
31,66776,15850,668,0
27,49032,7200,628,0
31,48825,7200,690,0
31,49126,7200,583,0
33,66926,8000,658,0
30,50320,7200,589,0
28,66906,10650,731,0
31,50328,7200,574,0
34,43400,7200,654,1
30,51802,7200,690,0
27,51605,7200,603,0
29,52857,7200,633,0
27,47687,7200,551,1
28,67072,18000,614,0
34,48069,7200,719,1
30,58818,7200,619,0
33,59643,7200,614,0
35,61032,7200,693,0
27,67048,7500,639,0
28,60758,7200,684,0
30,66818,12000,610,0
27,60000,15000,719,1
28,68393,7200,549,0
27,66987,10000,701,0
27,72567,7200,655,0
28,72827,7200,649,0
27,72891,7200,561,0
27,60036,7500,697,1
28,75472,7200,611,0
27,67192,4000,638,0
28,67349,3000,610,0
28,79009,7200,602,0
29,78953,7200,625,0
34,82603,7200,656,0
30,84404,7200,659,0
27,60429,4750,649,1
31,90250,7200,675,0
29,91006,7200,636,0
28,91161,7200,595,0
29,67870,18825,669,0
30,67514,1000,664,0
29,92117,7200,677,0
30,99520,7200,606,0
27,67593,2000,669,0
32,67772,8800,676,0
27,67842,4200,576,0
27,100170,7200,634,0
33,100500,7200,710,0
28,67811,20000,661,0
28,67919,5000,707,0
31,67747,4000,623,0
30,67583,5200,687,0
27,102304,7200,580,0
32,102847,7200,688,0
28,67589,8400,604,0
31,67753,13000,611,0
30,60792,6000,591,1
27,102957,7200,589,0
29,107680,7200,611,0
30,108989,7200,675,0
33,67843,22000,624,0
29,68148,5000,550,0
28,108872,7200,684,0
33,113678,7200,668,0
27,119569,7200,720,0
28,135228,7200,643,0
27,68065,1000,612,0
27,145138,7200,605,0
29,151029,7200,684,0
33,67932,12000,709,0
29,35403,7225,625,0
30,25995,7250,578,1
29,68562,9200,697,0
28,48569,7250,689,0
35,126840,7250,601,0
29,43019,7300,553,0
29,68182,6000,668,0
28,68404,15000,637,0
31,68296,11500,693,0
27,61020,7300,638,0
33,60947,10000,668,1
30,139230,7300,650,0
28,55130,7350,593,0
27,68135,10050,647,0
32,37996,7400,594,1
35,68310,12000,672,0
33,83488,7400,629,0
31,68316,12000,640,0
32,67939,3000,661,0
28,168746,7400,602,0
28,68134,12000,630,0
29,66885,7450,574,0
27,76698,7450,677,1
27,60983,8400,459,1
29,68036,6000,626,0
34,68170,5600,616,0
28,25291,7500,592,1
33,68329,11500,628,0
32,68254,10000,569,0
29,68602,13000,672,0
30,27453,7500,606,1
31,68426,8000,665,0
30,68373,14000,672,0
29,31513,7500,594,1
29,67799,18000,715,0
28,67940,4800,592,0
27,33587,7500,659,0
29,34082,7500,654,0
27,37084,7500,640,0
33,36726,7500,521,1
35,68442,15000,615,0
31,38123,7500,577,0
30,68095,1500,676,0
30,39541,7500,711,0
